X,Y,OBJECTID,ADDRESS,LOT_SIZE,PRMT_NR,MUP_APNO,STGLSTTITL,APTYPE,NEW,DEMO,NET_UNITS,SLEEPING_ROOMS,VALUE,TYPE_OCC,DWELTYPE,COMMENTS,APP_DATE,ISS_DATE,YEAR_ISSUED,FINAL_DATE,YEAR_FINAL,VILLNUMB,NAME,TYPE_NAME,COMP_PLAN_NAME,COMP_PLAN_TYPE,CRA_NO,CRA,NEIGHBORHOOD,C_DISTRICT,TRBL2010,TRBG2010,GEOID10,SOURCE,XCOORD,YCOORD,MAF_ID,DEVSITE_ID,RECORDNUMBER,STATUS_COLOR,LONGITUDE,LATITUDE,EXPIRE_DATE,ZONING_FULL,ZONING_PRIMARY,ZONING_REPORT,CATEGORY,CLASS,CONSTR_PRMT_PARENT,GEOID20,TRBL2020,TRBG2020,Q_ISSUED,Q_Y_ISSUED,Q_FINAL,Q_Y_FINAL,CONDO_Y_N
-122.299557108,47.6160187630001,29786,1622   25TH AVE,1,744378,,Permit Finaled,PTS,1,1,0,0,306000,ADU,"Accessory Dwelling, Attached","DEMOLISH SINGLE FAMILY RESIDENCE, ESTABLISH USE AS NEW SINGLE FAMILY RESIDENCE WITH  ACCESSORY DWELLING UNIT & CONSTRUCT ONE FAMILY RESIDENCE, PER PLANS",2004/05/19 00:00:00+00,2004/08/05 00:00:00+00,2004,2005/06/30 00:00:00+00,2005,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,5.3000002,Central Area/Squire Park,Central,3,7700.3009,7700.3,530330077003009,PTS,1278809.44697027,228149.74402965,,,744378,#001a73,-122.29955711,47.61601876,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330077003009,7700.3009,7700.3,3,2004_3,2,2005_2,N
-122.39466086,47.700158043,29798,2912  NW ESPLANADE,1,721461,,Permit Finaled,PTS,1,0,1,0,1000,ADU,"Accessory Dwelling, Attached",EXSITING SINGLE FAMILY RESIDENCE MINOR INTERIOR  ALTERATIONS TO MODIFY EMERGENCY ESCAPE FOR BDRM   ESTABLISH USE AS ACCESSORY DWELLING UNIT PER PLAN,2001/03/26 00:00:00+00,2001/06/20 00:00:00+00,2001,2001/08/20 00:00:00+00,2001,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,10.1,North Beach/Blue Ridge,Ballard,6,1500.2000,1500.2,530330015002000,PTS,1255980.24989089,259295.92185354,,,721461,#001a73,-122.39466086,47.70015804,,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330015002003,1500.2003,1500.2,2,2001_2,3,2001_3,N
-122.282050597,47.729388629,29804,13740   RIVIERA PL NE,1,748684,,Permit Finaled,PTS,1,0,1,0,65000,ADU,"Accessory Dwelling, Attached",ALTERATIONS TO REMODEL AND ESTABLISH ACCESSORY     DWELLING UNIT IN EXISTING SINGLE-FAMILY DWELLING PER PLAN.,2005/02/02 00:00:00+00,2005/02/25 00:00:00+00,2005,2006/06/02 00:00:00+00,2006,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.3000002,Cedar Park/Meadowbrook,North,5,100.1006,100.1,530330001001006,PTS,1283904.91193548,269414.1150159,,,748684,#001a73,-122.2820506,47.72938863,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330001021001,102.1001,102.1,1,2005_1,2,2006_2,N
-122.28378127,47.6185757120001,29816,133   DORFFEL DR E,1,720474,,Permit Finaled,PTS,1,0,1,0,15000,ADU,"Accessory Dwelling, Attached",ADD 80 SQ.FT OF NEW CONSTRUCTION ALTER EXISTING GARAGE TO CREATE AN ACCESSORY DWELLING UNIT ALL     PER PLAN,2001/01/08 00:00:00+00,2001/05/07 00:00:00+00,2001,2001/11/09 00:00:00+00,2001,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,5.0999999,Madrona/Leschi,Central,3,7800.4032,7800.4,530330078004032,PTS,1282717.27494227,229008.53494253,,,720474,#001a73,-122.28378127,47.61857571,,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330078004024,7800.4024,7800.4,2,2001_2,4,2001_4,N
-122.309923861,47.6670607560001,29831,5221   17TH AVE NE,1,742738,,Permit Finaled,PTS,1,0,1,0,65000,ADU,"Accessory Dwelling, Attached",ALTERATIONS IN BASEMENT TO CREATE ADU PER PLANS,2004/05/24 00:00:00+00,2004/05/24 00:00:00+00,2004,2004/09/30 00:00:00+00,2004,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,7.1999998,University District,Northeast,4,4400.3004,4400.3,530330044003004,PTS,1276610.27487201,246813.55896076,,,742738,#001a73,-122.30992386,47.66706076,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330044013001,4401.3001,4401.3,2,2004_2,3,2004_3,N
-122.376361846,47.5718723740001,29884,3601   35TH AVE SW,1,721317,,Permit Finaled,PTS,2,1,1,0,447170,ADU,"Accessory Dwelling, Attached",DEMOLISH SINGLE FAMILY RESIDENCE (3601 35TH AV SW) ESTABLISH USE AS SINGLE FAMILY RESIDENCE   CONSTRUCT ONE FAMILY DWELLING WITH ACCESSORY DWELLING UNIT AND BASEMENT GARAGE PER PLAN,2001/03/19 00:00:00+00,2001/06/14 00:00:00+00,2001,2002/04/04 00:00:00+00,2002,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,2.0999999,North Delridge,Delridge Neighborhoods,1,9900.1005,9900.1,530330099001005,PTS,1259547.10992654,212420.26407754,,,721317,#001a73,-122.37636185,47.57187238,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330099001004,9900.1004,9900.1,2,2001_2,2,2002_2,N
-122.30839507,47.6964715560001,29928,1723  NE 94TH ST,1,747416,,Permit Finaled,PTS,1,0,1,0,6000,ADU,"Accessory Dwelling, Attached",INTERIOR ALTERATIONS TO CREATE AN ACCESSORY     DWELLING UNIT IN THE BASEMENT OF EXISTING SINGLE- FAMILY DWELLING PER PLAN.,2004/12/17 00:00:00+00,2004/12/17 00:00:00+00,2004,2005/08/19 00:00:00+00,2005,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1000004,Northgate/Maple Leaf,North,5,2000.1007,2000.1,530330020001007,PTS,1277192.51308061,257532.42591573,,,747416,#001a73,-122.30839507,47.69647156,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330020001005,2000.1005,2000.1,4,2004_4,3,2005_3,N
-122.357514463,47.518848173,29988,9410   18TH AVE SW,1,678538,,Permit Finaled,PTS,2,1,1,0,151056,ADU,"Accessory Dwelling, Attached",DEMOLISH EXISTING SINGLE FAMILY RESIDENCE ESTABLISH USE AS SFR WITH ACCESSORY DWELLING UNIT  CONSTRUCT ONE FAMILY DWELLING WITH ATTACHED GARAGE AND ACCESSORY DWELLING UNIT PER PLAN,1995/01/17 00:00:00+00,1995/03/01 00:00:00+00,1995,1995/06/08 00:00:00+00,1995,127,Westwood-Highland Park,Residential Urban Village,Westwood-Highland Park,Residential Urban Villages,2.4000001,Roxhill/Westwood,Delridge Neighborhoods,1,11402.2008,11402.2,530330114022008,PTS,1263815.59991491,192989.98002564,,,678538,#001a73,-122.35751446,47.51884817,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330114022008,11402.2008,11402.2,1,1995_1,2,1995_2,N
-122.302034362,47.712739061,30014,11521   25TH AVE NE,1,751470,,Permit Finaled,PTS,1,0,1,0,36000,ADU,"Accessory Dwelling, Attached","CONVERT NORTH PORTION OF SINGLE FAMIY RESIDENCE TO     ACCY DWELLING UNIT, AND SMOKE DAMAGE REPAIR TO ESISTING SINGLE FAMILY RESIDENCE PER PLANS",2005/05/09 00:00:00+00,2005/06/22 00:00:00+00,2005,2005/07/01 00:00:00+00,2005,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1999998,Olympic Hills/Victory Heights,North,5,700.4010,700.4,530330007004010,PTS,1278871.84389833,263435.22809778,,,751470,#001a73,-122.30203436,47.71273906,,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330007002022,700.2022,700.2,2,2005_2,3,2005_3,N
-122.277147657,47.537523546,30017,7145   45TH AVE S,1,740672,,Permit Finaled,PTS,1,0,1,0,58460,ADU,"Accessory Dwelling, Attached",CONSTRUCT 1-STORY ADDITION AND ESTABLISH USE AS   ACCESSORY DWELLING UNIT (ADU) TO EXISTING SINGLE   FAMILY RESIDENCE PER PLAN.,2004/01/28 00:00:00+00,2004/02/20 00:00:00+00,2004,2004/08/13 00:00:00+00,2004,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,4.1999998,Columbia City,Southeast,2,11101.2008,11101.2,530330111012008,PTS,1283798.37011137,199417.98003222,,,740672,#001a73,-122.27714766,47.53752355,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330111012001,11101.2001,11101.2,1,2004_1,3,2004_3,N
-122.313322769,47.673821735,30031,1326  NE 62ND ST,1,741495,,Permit Finaled,PTS,1,0,1,0,70000,ADU,"Accessory Dwelling, Attached",ESTABLISH BASEMENT ACCESSORY DWELLING UNIT (ADU)  FOR EXISTING SINGLE FAMILY RESIDENCE W/ NON-   STRUCTURAL INTERIOR ALTERATIONS PER PLAN.,2004/03/16 00:00:00+00,2004/03/31 00:00:00+00,2004,2004/10/04 00:00:00+00,2004,202,Roosevelt,Residential Urban Village,Roosevelt,Residential Urban Villages,7.1999998,University District,Northeast,4,4400.2007,4400.2,530330044002007,PTS,1275820.37099921,249295.3640193,,,741495,#001a73,-122.31332277,47.67382174,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330044012012,4401.2012,4401.2,1,2004_1,4,2004_4,N
-122.355229323,47.5459482970001,30053,6321   16TH AVE SW,1,743837,,Permit Finaled,PTS,1,0,1,0,225826,ADU,"Accessory Dwelling, Attached",ESTABLISH USE AS SINGLE FAMILY RESIDENCE (SFR) AND  CONSTRUCT NEW 3-STORY SFR WITH ATTACHED GARAGE AND ACCESSORY DWELLING UNIT (ADU) ALL PER PLAN.,2004/04/13 00:00:00+00,2004/07/14 00:00:00+00,2004,2005/12/29 00:00:00+00,2005,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,2.3,Riverview,Delridge Neighborhoods,1,10800.2002,10800.2,530330108002002,PTS,1264575.62500369,202862.04685175,,,743837,#001a73,-122.35522932,47.5459483,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330108002000,10800.2000,10800.2,3,2004_3,4,2005_4,N
-122.28492232,47.608994158,30064,3761  E COLUMBIA ST,1,693657,,Permit Finaled,PTS,1,0,1,0,82380,ADU,"Accessory Dwelling, Attached","2ND STORY ADDITION INTERIOR ALTERATIONS TO 1ST FLOOR & BASEMENT  ESTABLISH ACCESSORY DWELLING UNIT TO SINGLE FAMILY   RESIDENCE, ALL PER PLAN",1997/03/14 00:00:00+00,1997/08/11 00:00:00+00,1997,1998/02/23 00:00:00+00,1998,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,5.0999999,Madrona/Leschi,Central,3,7800.1030,7800.1,530330078001030,PTS,1282369.98994991,225519.44489095,,,693657,#001a73,-122.28492232,47.60899416,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330078001026,7800.1026,7800.1,3,1997_3,1,1998_1,N
-122.28492232,47.608994158,30065,3761  E COLUMBIA ST,1,707084,,Permit Finaled,PTS,0,1,-1,0,8622,ADU,"Accessory Dwelling, Attached","INTERIOR, NON-STRUCTURAL ALTERATIONS TO BASEMENT    REMOVE CARPORT AND CONSTRUCT DETACHED GARAGE TO REMOVE ACCESSORY DWELLING UNIT TO SFR PER PLOT PLAN & SUBJECT TO FIELD INSPECTION",1999/06/25 00:00:00+00,1999/06/25 00:00:00+00,1999,1999/08/19 00:00:00+00,1999,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,5.0999999,Madrona/Leschi,Central,3,7800.1030,7800.1,530330078001030,PTS,1282369.98994991,225519.44489095,,,707084,#001a73,-122.28492232,47.60899416,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330078001026,7800.1026,7800.1,2,1999_2,3,1999_3,N
-122.262387527,47.550818281,30073,5711   SEWARD PARK AVE S,1,744459,,Permit Finaled,PTS,1,0,1,0,62300,ADU,"Accessory Dwelling, Attached",CONSTRUCT ADDITION TO SINGLE FAMILY RESIDENCE      FOR USE AS ACCESSORY DWELLING UNIT PER PLAN,2004/07/06 00:00:00+00,2004/08/09 00:00:00+00,2004,2005/01/26 00:00:00+00,2005,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,4.3000002,Seward Park,Southeast,2,10200.2010,10200.2,530330102002010,PTS,1287533.7088672,204198.54733312,,,744459,#001a73,-122.26238753,47.55081828,,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330102002014,10200.2014,10200.2,3,2004_3,1,2005_1,N
-122.372379001,47.6971975860001,30083,9236   13TH AVE NW,1,738806,,Permit Finaled,PTS,1,0,1,0,1,ADU,"Accessory Dwelling, Attached",ESTABLISH USE OF AN ACCESSORY DWELLING UNIT IN   AND EXISTING SINGLE FAMILY RESIDENCE PER PLAN,2003/10/31 00:00:00+00,2003/10/31 00:00:00+00,2003,2004/03/29 00:00:00+00,2004,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,10.1,North Beach/Blue Ridge,Ballard,6,1400.4017,1400.4,530330014004017,PTS,1261444.24810448,258105.74790032,,,738806,#001a73,-122.372379,47.69719759,,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330014004018,1400.4018,1400.4,4,2003_4,1,2004_1,N
-122.312509854,47.605522691,30109,340   15TH AVE,1,723485,,Permit Finaled,PTS,1,0,1,0,7000,ADU,"Accessory Dwelling, Attached",INTERIOR ALTERATIONS TO BASEMENT OF SINGLE FAMILY     RESIDENCE FOR ACCESSORY DWELLING UNIT PER PLANS,1997/01/14 00:00:00+00,2001/09/25 00:00:00+00,2001,2001/10/03 00:00:00+00,2001,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,5.3000002,Central Area/Squire Park,Central,3,8700.3003,8700.3,530330087003003,PTS,1275541.78488692,224382.98101779,,,723485,#001a73,-122.31250985,47.60552269,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330087003003,8700.3003,8700.3,3,2001_3,4,2001_4,N
-122.288828383,47.669051048,30115,5516   36TH AVE NE,1,744923,,Permit Finaled,PTS,1,0,1,0,15000,ADU,"Accessory Dwelling, Attached",ALTER BASEMENT TO CONVERT EXISTING SINGLE FAMILY     RESIDENCE INTO SINGLE FAMILY RESIDENCE WITH ACCESSORY DWELLING UNIT PER PLAN.,2004/07/28 00:00:00+00,2004/08/26 00:00:00+00,2004,2005/03/11 00:00:00+00,2005,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,7.3000002,Ravenna/Bryant,Northeast,4,4200.4021,4200.4,530330042004021,PTS,1281820.94188535,247440.4049134,,,744923,#001a73,-122.28882838,47.66905105,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330042022017,4202.2017,4202.2,3,2004_3,1,2005_1,N
-122.357395646,47.6539941130001,30116,3632   1ST AVE NW,1,752367,,Permit Finaled,PTS,1,0,1,0,10000,ADU,"Accessory Dwelling, Attached","CONVERT BASEMENT TO ADU IN SINGLE FAMILY DWELLING     WITH 2 ON-SITE PARKING SPOTS, PER PLAN.",2005/07/13 00:00:00+00,2005/08/05 00:00:00+00,2005,2005/09/23 00:00:00+00,2005,302,Fremont,Hub Urban Village,Fremont,Hub Urban Villages,11.1,Fremont,Lake Union,6,4800.3048,4800.3,530330048003048,PTS,1264821.16689194,242276.25591611,,,752367,#001a73,-122.35739565,47.65399411,,L-2,L-2,L-2,L-2,L,,530330048003039,4800.3039,4800.3,3,2005_3,3,2005_3,N
-122.303921433,47.6273399020001,30118,917   22ND AVE E,1,689720,,Permit Finaled,PTS,1,0,1,0,5000,ADU,"Accessory Dwelling, Attached","ALTERATIONS TO BASEMENT OF SFR FOR ADU,  ESTABLISH USE AS SINGLE FAMILY RESIDENCE W/ ADU   PER PLANS",1996/12/18 00:00:00+00,1996/12/31 00:00:00+00,1996,1997/08/26 00:00:00+00,1997,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,6.4000001,Miller Park,East,3,6400.3011,6400.3,530330064003011,PTS,1277812.13496924,232299.08598589,,,689720,#001a73,-122.30392143,47.6273399,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330064003011,6400.3011,6400.3,4,1996_4,3,1997_3,N
-122.388242937,47.5487952660001,30126,5950   44TH AVE SW,1,745477,,Permit Finaled,PTS,1,0,1,0,50000,ADU,"Accessory Dwelling, Attached",INTERIOR ALTERATIONS TO EXISTING SINGLE FAMILY     RESIDENCE TO CREATE NEW BASEMENT ACCESSORY DWELLING UNIT (ADU) PER PLAN.,2004/08/20 00:00:00+00,2004/09/20 00:00:00+00,2004,2005/05/12 00:00:00+00,2005,206,Morgan Junction,Residential Urban Village,Morgan Junction,Residential Urban Villages,1.2,Fauntleroy/Seaview,Southwest,1,10600.6007,10600.6,530330106006007,PTS,1256444.80003536,204063.28998898,,,745477,#001a73,-122.38824294,47.54879527,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330106023009,10602.3009,10602.3,3,2004_3,2,2005_2,N
-122.288481609,47.628214794,30147,3329  E MADISON ST,1,747099,,Permit Finaled,PTS,1,0,1,0,142455,ADU,"Accessory Dwelling, Attached","CONSTRUCT ADDITION, INCLUDING ATTACHED 3 CAR      GARAGE AND UPPER FLOOR ADU, TO EXISTING SINGLE FAMILY RESIDENCE PER PLAN",2004/09/20 00:00:00+00,2004/12/03 00:00:00+00,2004,2006/06/01 00:00:00+00,2006,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,6.5,Madison Park,East,3,6300.4019,6300.4,530330063004019,PTS,1281624.72710115,232545.79190615,,,747099,#001a73,-122.28848161,47.6282148,,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330063002014,6300.2014,6300.2,4,2004_4,2,2006_2,N
-122.368459332,47.701831349,30158,10006   9TH AVE NW,1,728190,,Permit Finaled,PTS,1,0,1,0,5000,ADU,"Accessory Dwelling, Attached",ALTERATIONS TO BASEMENT OF SINGLE FAMILY RESIDENCE  ESTABLISH USE AS ACCESSORY DWELLING UNIT PER PLAN,2002/05/13 00:00:00+00,2002/05/31 00:00:00+00,2002,2002/08/07 00:00:00+00,2002,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,10.1,North Beach/Blue Ridge,Ballard,6,1400.3005,1400.3,530330014003005,PTS,1262443.00804151,259776.37497403,,,728190,#001a73,-122.36845933,47.70183135,,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330014003005,1400.3005,1400.3,2,2002_2,3,2002_3,N
-122.372804067,47.67551854,30163,1132  NW 64TH ST,1,743266,,Permit Finaled,PTS,1,0,1,0,6000,ADU,"Accessory Dwelling, Attached",CREATE ACCESSORY DWELLING UNIT IN BASEMENT OF     EXISTING SINGLE FAMILY RESIDENCE PER PLAN.,2004/05/05 00:00:00+00,2004/06/17 00:00:00+00,2004,2004/10/01 00:00:00+00,2004,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,10.2,Whittier Heights,Ballard,6,3300.2002,3300.2,530330033002002,PTS,1261181.41444021,250201.64242023,,,743266,#001a73,-122.37280407,47.67551854,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330033021018,3302.1018,3302.1,2,2004_2,4,2004_4,N
-122.373677761,47.515990206,30178,9719   32ND AVE SW,1,750937,,Permit Finaled,PTS,1,0,1,0,1000,ADU,"Accessory Dwelling, Attached",ESTABLISH 2ND FLOOR ACCESSORY DWELLING UNIT (ADU)     IN EXISTING SINGLE FAMILY RESIDENCE W/ MINIMUM CONSTRUCTION PER PLAN.,2005/03/10 00:00:00+00,2005/06/02 00:00:00+00,2005,2005/06/01 00:00:00+00,2005,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,1.1,Arbor Heights,Southwest,1,12000.1013,12000.1,530330120001013,PTS,1259801.5700868,192027.22008866,,,750937,#001a73,-122.37367776,47.51599021,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330120001010,12000.1010,12000.1,2,2005_2,2,2005_2,N
-122.287679974,47.5429856700001,30205,6611   36TH AVE S,1,744931,,Permit Finaled,PTS,2,0,2,0,189538,ADU,"Accessory Dwelling, Attached",ESTABLISH USE AS SINGLE FAMILY RESIDENCE AND  CONSTRUCT SINGLE FAMILY RESIDENCE W/ATTACHED GARAGE AND ACCESSORY DWELLING UNIT PER PLAN,2003/12/19 00:00:00+00,2004/08/26 00:00:00+00,2004,2005/06/10 00:00:00+00,2005,123,Othello,Residential Urban Village,Othello,Residential Urban Villages,3.4000001,South Beacon Hill/NewHolly,Greater Duwamish,2,11001.2000,11001.2,530330110012000,PTS,1281234.87494075,201458.99993831,,,744931,#001a73,-122.28767997,47.54298567,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330110012003,11001.2003,11001.2,3,2004_3,2,2005_2,N
-122.291884626,47.6726890370001,30206,6014   33RD AVE NE,1,714236,,Permit Finaled,PTS,1,0,1,0,20000,ADU,"Accessory Dwelling, Attached","INTERIOR ALTERATIONS TO BASEMENT OF SINGLE FAMILY  RESIDENCE, ESTABLISH USE AS ACCESSORY DWELLING   UNIT, ESTABLISH 2 SURFACE PARKING SPACES PER PLAN",2000/06/19 00:00:00+00,2000/06/19 00:00:00+00,2000,2000/07/24 00:00:00+00,2000,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,7.3000002,Ravenna/Bryant,Northeast,4,4200.5010,4200.5,530330042005010,PTS,1281093.2030046,248781.43710677,,,714236,#001a73,-122.29188463,47.67268904,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330042023010,4202.3010,4202.3,2,2000_2,3,2000_3,N
-122.391338404,47.5129872810001,30210,10027   MARINE VIEW DR SW,1,694902,,Permit Finaled,PTS,1,0,1,0,2000,ADU,"Accessory Dwelling, Attached",INTERIOR ALTERATIONS TO LOWER LEVEL OF SINGLE FAM.     RESIDENCE FOR AN ACCESSORY DWELLING UNIT PER PLANS,1997/09/23 00:00:00+00,1997/10/06 00:00:00+00,1997,1997/10/08 00:00:00+00,1997,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,1.1,Arbor Heights,Southwest,1,12100.1005,12100.1,530330121001005,PTS,1255416.08989031,191019.92997562,,,694902,#001a73,-122.3913384,47.51298728,,SF 9600,SF 9600,SF 9600,SF 9600,SF,,530330121001011,12100.1011,12100.1,4,1997_4,4,1997_4,N
-122.367954583,47.6363032400001,30223,1911   8TH AVE W,1,749796,,Permit Finaled,PTS,1,0,1,0,1000,ADU,"Accessory Dwelling, Attached",INTERIOR ALTERATIONS TO ESTABLISH ACCESSORY     DWELLING UNIT IN BASEMENT OF EXISTING SINGLE- FAMILY DWELLING (BID #1) PER PLAN.,2005/03/30 00:00:00+00,2005/04/15 00:00:00+00,2005,2005/06/27 00:00:00+00,2005,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,12.3,Queen Anne,Magnolia/Queen Anne,7,6900.4013,6900.4,530330069004013,PTS,1262090.65399315,235876.23107756,,,749796,#001a73,-122.36795458,47.63630324,,L-1,L-1,L-1,L-1,L,,530330069002005,6900.2005,6900.2,2,2005_2,2,2005_2,N
-122.300951891,47.6229013560001,30224,406   24TH AVE E,1,743923,,Permit Finaled,PTS,1,0,1,0,84820,ADU,"Accessory Dwelling, Attached","CONST 2 STORY AND DECK ALTER AND EST. ACCESSORY DWELLING EAST SIDE 1ST FL     IN EXIST. SINGLE FAMILY DWELLING, PER PLANS",2004/06/15 00:00:00+00,2004/07/19 00:00:00+00,2004,2004/12/16 00:00:00+00,2004,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,5.3000002,Central Area/Squire Park,Central,3,7700.2007,7700.2,530330077002007,PTS,1278513.37503396,230666.37507222,,,743923,#001a73,-122.30095189,47.62290136,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330077002007,7700.2007,7700.2,3,2004_3,4,2004_4,N
-122.2852814,47.565449271,30242,4125   38TH AVE S,1,745582,,Permit Finaled,PTS,1,0,1,0,9000,ADU,"Accessory Dwelling, Attached",CONSTRUCT NEW DECK/ENTRY TO ADU ALTERATIONS TO CREATE NEW ADU ON 2ND FLOOR AND  ESTABLISH ADU PER PLANS,2004/08/18 00:00:00+00,2004/09/23 00:00:00+00,2004,2006/04/07 00:00:00+00,2006,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,4.1999998,Columbia City,Southeast,2,10100.5037,10100.5,530330101005037,PTS,1281981.77004551,209640.28993069,,,745582,#001a73,-122.2852814,47.56544927,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330101022025,10102.2025,10102.2,3,2004_3,2,2006_2,N
-122.370604778,47.6437794500001,30261,1006  W BOTHWELL ST,1,680788,,Permit Finaled,PTS,1,0,1,0,16000,ADU,"Accessory Dwelling, Attached","INTERIOR ALTERATIONS TO BASEMENT OF SINGLE FAM RES  ESTABLISH ACCESSORY DWELLING UNIT, PER PLANS",1995/01/27 00:00:00+00,1995/06/30 00:00:00+00,1995,1995/08/17 00:00:00+00,1995,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,12.3,Queen Anne,Magnolia/Queen Anne,7,5900.4011,5900.4,530330059004011,PTS,1261491.86692053,238615.78999236,,,680788,#001a73,-122.37060478,47.64377945,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330059022016,5902.2016,5902.2,2,1995_2,3,1995_3,N
-122.396769968,47.578273982,30282,2731   GARLOUGH AVE SW,1,723320,,Permit Finaled,PTS,1,0,1,0,47920,ADU,"Accessory Dwelling, Attached","CONVERT BSMT TO ADU (972 SF), 2-BDRMS, 1 BTH,     REPLACE WINDOWS, NEW KITCHEN, BUILD PER PLANS",2001/06/11 00:00:00+00,2001/09/18 00:00:00+00,2001,2003/01/08 00:00:00+00,2003,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,1.3,West Seattle Junction/Genesee Hill,Southwest,1,9702.5012,9702.5,530330097025012,PTS,1254557.84707343,214856.53492803,,,723320,#001a73,-122.39676997,47.57827398,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330097022005,9702.2005,9702.2,3,2001_3,1,2003_1,N
-122.304854809,47.728785493,30318,2126  NE 137TH ST,1,698003,,Permit Finaled,PTS,1,0,1,0,92470,ADU,"Accessory Dwelling, Attached","CONSTRUCT SECOND FLOOR ADDITIONS AND INTERIOR ALT; REMOVE PTN NORTH & EAST ENDS OF SFR  ESTABLISH ACCESSORY DWELLING UNIT IN SINGLE FAMILY   RESIDENCE, PER PLANS",1998/01/29 00:00:00+00,1998/03/31 00:00:00+00,1998,1999/04/20 00:00:00+00,1999,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1999998,Olympic Hills/Victory Heights,North,5,200.6013,200.6,530330002006013,PTS,1278289.54399373,269300.62611978,,,698003,#001a73,-122.30485481,47.72878549,,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330002023014,202.3014,202.3,1,1998_1,2,1999_2,N
-122.269687831,47.5580826670001,30340,4903   51ST AVE S,1,745835,,Permit Finaled,PTS,1,0,1,0,10000,ADU,"Accessory Dwelling, Attached",INTERIOR ALTERATIONS TO CONVERT PORTION OF     BASEMENT OF EXISTING SINGLE FAMILY RESIDENCE INTO AN ACCESSORY DWELLING UNIT PER PLAN.,2004/09/30 00:00:00+00,2004/10/04 00:00:00+00,2004,2004/12/08 00:00:00+00,2004,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,4.3000002,Seward Park,Southeast,2,10200.4009,10200.4,530330102004009,PTS,1285780.6741134,206881.43987987,,,745835,#001a73,-122.26968783,47.55808267,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330102001026,10200.1026,10200.1,4,2004_4,4,2004_4,N
