X,Y,OBJECTID,ADDRESS,LOT_SIZE,PRMT_NR,MUP_APNO,STGLSTTITL,APTYPE,NEW,DEMO,NET_UNITS,SLEEPING_ROOMS,VALUE,TYPE_OCC,DWELTYPE,COMMENTS,APP_DATE,ISS_DATE,YEAR_ISSUED,FINAL_DATE,YEAR_FINAL,VILLNUMB,NAME,TYPE_NAME,COMP_PLAN_NAME,COMP_PLAN_TYPE,CRA_NO,CRA,NEIGHBORHOOD,C_DISTRICT,TRBL2010,TRBG2010,GEOID10,SOURCE,XCOORD,YCOORD,MAF_ID,DEVSITE_ID,RECORDNUMBER,STATUS_COLOR,LONGITUDE,LATITUDE,EXPIRE_DATE,ZONING_FULL,ZONING_PRIMARY,ZONING_REPORT,CATEGORY,CLASS,CONSTR_PRMT_PARENT,GEOID20,TRBL2020,TRBG2020,Q_ISSUED,Q_Y_ISSUED,Q_FINAL,Q_Y_FINAL,CONDO_Y_N,INSPECTION_DATE,INSPECTION_TYPE
-122.354466117,47.711519642,9558,11233   PHINNEY AVE N,7907,6419800,,Permit Finaled,Construction Permit,1,0,1,0,102159,DADU,"Accessory Dwelling, Detached","Remove existing garage and construct backyard cottage accessory to single family residence, per plans.",2014/08/07 00:00:00+00,2014/11/24 00:00:00+00,2014,2018/07/03 00:00:00+00,2018,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,10.1,North Beach/Blue Ridge,Ballard,5,1400.1003,1400.1,530330014001003,HAN,1265957.76874911,263241.23411358,35217,DV0083253,6419800-CN,#001a73,-122.35446612,47.71151964,2019/05/24 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330014001003,1400.1003,1400.1,4,2014_4,3,2018_3,N,2018/07/03 00:00:00+00,Building Final
-122.372633308,47.6747408940001,9605,1128  NW 63RD ST,5000,6353327,,Permit Finaled,Construction Permit,1,0,1,0,53049,DADU,"Accessory Dwelling, Detached","Construct detached garage and detached accessory dwelling unit (DADU) accessory to single family residence, per plan.",2013/05/03 00:00:00+00,2013/12/24 00:00:00+00,2013,2015/06/04 00:00:00+00,2015,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,10.2,Whittier Heights,Ballard,6,3300.2003,3300.2,530330033002003,HAN,1261217.80048825,249917.19902794,74236,DV0078842,6353327-CN,#001a73,-122.37263331,47.6747409,2015/06/24 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330033021019,3302.1019,3302.1,4,2013_4,2,2015_2,N,2015/06/04 00:00:00+00,Building Final
-122.342197192,47.6885543390001,9610,1150  N 82ND ST,5620,6347456,,Permit Finaled,Construction Permit,1,0,1,0,65587,DADU,"Accessory Dwelling, Detached","Remove existing detached garage, construct detached accessory dwelling unit (DADU), and occupy, per plan.",2013/08/22 00:00:00+00,2014/04/16 00:00:00+00,2014,2015/03/02 00:00:00+00,2015,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.3999996,Green Lake,Northwest,6,2700.4005,2700.4,530330027004005,HAN,1268813.40062403,254806.41682494,60079,DV0081099,6347456-CN,#001a73,-122.34219719,47.68855434,2015/10/16 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330027004005,2700.4005,2700.4,2,2014_2,1,2015_1,N,2015/03/02 00:00:00+00,Building Final
-122.33170383,47.7149334580001,9629,11727   CORLISS AVE N,8400,6234891,,Permit Finaled,Construction Permit,1,0,1,0,10000,DADU,"Accessory Dwelling, Detached",Convert accessory structure to detached accessory dwelling unit (DADU) to the west of existing single family residence per plan,2010/06/30 00:00:00+00,2010/07/19 00:00:00+00,2010,2010/11/29 00:00:00+00,2010,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.5,Haller Lake,Northwest,5,600.4004,600.4,530330006004004,HAN,1271584.71582687,264376.31507474,31554,DV0076223,6234891-CN,#001a73,-122.33170383,47.71493346,2012/01/19 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330006012013,601.2013,601.2,3,2010_3,4,2010_4,N,2010/11/29 00:00:00+00,Building Final
-122.369735559,47.716226997,9631,12001   10TH AVE NW,16951,6400902,,Permit Finaled,Construction Permit,1,0,1,0,51712,DADU,"Accessory Dwelling, Detached","Construct detached accessory dwelling unit accessory to single family residence, per plans",2015/02/17 00:00:00+00,2016/08/03 00:00:00+00,2016,2017/08/17 00:00:00+00,2017,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.1000004,Broadview/Bitter Lake,Northwest,5,500.3009,500.3,530330005003009,HAN,1262233.64919329,265032.64941141,29797,DV0084646,6400902-CN,#001a73,-122.36973556,47.716227,2018/02/03 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330005002018,500.2018,500.2,3,2016_3,3,2017_3,N,2017/08/17 00:00:00+00,Building Final
-122.30763507,47.711159916,9659,11328   19TH AVE NE,8074,6582064,,Permit Finaled,Construction Permit,1,0,1,0,97740,DADU,"Accessory Dwelling, Detached","Construct detached accessory dwelling unit accessory to existing single family residence, per plan.",2017/04/21 00:00:00+00,2017/06/20 00:00:00+00,2017,2018/06/01 00:00:00+00,2018,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1999998,Olympic Hills/Victory Heights,North,5,1100.1003,1100.1,530330011001003,HAN,1277482.27180091,262885.67699322,37173,DV0075659,6582064-CN,#001a73,-122.30763507,47.71115992,2018/12/20 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330011001003,1100.1003,1100.1,2,2017_2,2,2018_2,N,2018/06/01 00:00:00+00,Building Final
-122.288144925,47.7211882920001,9664,12560   37TH AVE NE,9810,6505109,,Permit Finaled,Construction Permit,1,0,1,0,80240,DADU,"Accessory Dwelling, Detached","Construct detached accessory dwelling unit accessory to existing single family residence, per plan.",2017/03/14 00:00:00+00,2017/07/03 00:00:00+00,2017,2018/05/25 00:00:00+00,2018,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.3000002,Cedar Park/Meadowbrook,North,5,100.3005,100.3,530330001003005,HAN,1282348.80671789,266451.73062887,29498,DV0038490,6505109-CN,#001a73,-122.28814493,47.72118829,2019/01/03 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330001022006,102.2006,102.2,3,2017_3,2,2018_2,N,,Building Final
-122.285632019,47.715017189,9689,11741   40TH AVE NE,10446,6519509,,Permit Finaled,Construction Permit,1,0,1,0,103557,DADU,"Accessory Dwelling, Detached","Construct new detached accessory dwelling unit (DADU) and remove existing detached garage, per plan.",2016/06/23 00:00:00+00,2016/10/24 00:00:00+00,2016,2017/07/28 00:00:00+00,2017,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.3000002,Cedar Park/Meadowbrook,North,5,800.1013,800.1,530330008001013,HAN,1282924.74835048,264189.43661055,33941,DV0087448,6519509-CN,#001a73,-122.28563202,47.71501719,2018/04/24 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330008001013,800.1013,800.1,4,2016_4,3,2017_3,N,2017/07/28 00:00:00+00,Building Final
-122.314889736,47.711466344,9711,11336   12TH AVE NE,7090,6244022,,Permit Finaled,Construction Permit,1,0,1,0,42971,DADU,"Accessory Dwelling, Detached",Alter existing accessory structure into detached accessory dwelling unit per plan.,2010/06/09 00:00:00+00,2010/07/19 00:00:00+00,2010,2010/09/08 00:00:00+00,2010,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1000004,Northgate/Maple Leaf,North,5,1200.1001,1200.1,530330012001001,HAN,1275698.73541508,263031.72883336,36669,DV0039257,6244022-CN,#001a73,-122.31488974,47.71146635,2012/01/19 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330012021001,1202.1001,1202.1,3,2010_3,3,2010_3,N,2010/09/08 00:00:00+00,Building Final
-122.326886387,47.6730358840001,9772,128  NE 61ST ST,4700,6283967,,Permit Finaled,Construction Permit,1,0,1,0,87151,DADU,"Accessory Dwelling, Detached","Construct new detached accessory dwelling unit accessory to single family residence, per plan.",2011/07/18 00:00:00+00,2011/09/01 00:00:00+00,2011,2012/03/12 00:00:00+00,2012,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.3999996,Green Lake,Northwest,6,3600.3015,3600.3,530330036003015,HAN,1272473.82021178,249073.32088307,77502,DV0031292,6283967-CN,#001a73,-122.32688639,47.67303589,2013/03/01 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330036012021,3601.2021,3601.2,3,2011_3,1,2012_1,N,2012/03/12 00:00:00+00,Building Final
-122.28702667,47.7187457420001,9781,12348   38TH AVE NE,5223,6609674,,Permit Finaled,Construction Permit,1,0,1,0,46783,DADU,"Accessory Dwelling, Detached","Construct detached accessory dwelling unit accessory to single family residence, per plan.",2017/11/21 00:00:00+00,2018/03/05 00:00:00+00,2018,2018/08/20 00:00:00+00,2018,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.3000002,Cedar Park/Meadowbrook,North,5,800.1003,800.1,530330008001003,HAN,1282607.17702215,265555.72755595,33625,DV0094083,6609674-CN,#001a73,-122.28702667,47.71874574,2019/09/05 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330008001002,800.1002,800.1,1,2018_1,3,2018_3,N,2018/08/20 00:00:00+00,Building Final
-122.287595552,47.719013686,9788,12355   38TH AVE NE,6898,6561825,,Permit Finaled,Construction Permit,1,0,1,0,98232,DADU,"Accessory Dwelling, Detached","Construct new detached acessory dwelling unit,per plans.",2017/03/20 00:00:00+00,2017/09/12 00:00:00+00,2017,2018/04/05 00:00:00+00,2018,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.3000002,Cedar Park/Meadowbrook,North,5,800.1004,800.1,530330008001004,HAN,1282469.01715001,265656.09286805,33595,DV0089721,6561825-CN,#001a73,-122.28759555,47.71901369,2019/03/12 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330008001003,800.1003,800.1,3,2017_3,2,2018_2,N,2018/04/05 00:00:00+00,Building Final
-122.3586097,47.715359107,9853,11737   1ST AVE NW,7689,6404873,,Permit Finaled,Construction Permit,1,0,1,0,410006,DADU,"Accessory Dwelling, Detached","Establish use and construct single family residence and detached accessory dwelling unit (DADU) detached garage, per plan.",2014/04/23 00:00:00+00,2014/06/19 00:00:00+00,2014,2015/03/04 00:00:00+00,2015,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.1000004,Broadview/Bitter Lake,Northwest,5,402.3007,402.3,530330004023007,HAN,1264965.62820409,264661.65702703,30274,DV0082737,6404873-CN,#001a73,-122.3586097,47.71535911,2015/12/19 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330004023006,402.3006,402.3,2,2014_2,1,2015_1,N,2015/03/04 00:00:00+00,Building Final
-122.334449969,47.7154208090001,9863,11747   MERIDIAN AVE N,11637,6489060,,Permit Finaled,Construction Permit,1,0,1,0,87400,DADU,"Accessory Dwelling, Detached","Alterations to convert upper level of existing garage to detached accessory dwelling unit (DADU), per plan. Project also includes final of permit 6100875 (new garage).",2015/12/01 00:00:00+00,2016/03/22 00:00:00+00,2016,2017/09/18 00:00:00+00,2017,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.5,Haller Lake,Northwest,5,600.4005,600.4,530330006004005,HAN,1270912.29214618,264567.22425894,31165,DV0069247,6489060-CN,#001a73,-122.33444997,47.71542081,2017/09/22 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330006023000,602.3000,602.3,1,2016_1,3,2017_3,N,2017/09/18 00:00:00+00,Building Final
-122.361976647,47.71584713,9866,11756   4TH AVE NW,8160,6511295,,Permit Finaled,Construction Permit,1,0,1,0,90619,DADU,"Accessory Dwelling, Detached","Construct backyard cottage accessory to single family residence, per plans.",2016/04/18 00:00:00+00,2016/05/25 00:00:00+00,2016,2017/11/16 00:00:00+00,2017,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.1000004,Broadview/Bitter Lake,Northwest,5,500.3014,500.3,530330005003014,HAN,1264140.48925924,264856.08134723,30234,DV0063594,6511295-CN,#001a73,-122.36197665,47.71584713,2017/11/25 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330005002023,500.2023,500.2,2,2016_2,4,2017_4,N,2017/11/16 00:00:00+00,Building Final
-122.323191492,47.7156659950001,9867,11756   5TH AVE NE,7770,6330595,,Permit Finaled,Construction Permit,1,0,1,0,93751,DADU,"Accessory Dwelling, Detached","Construct detached accessory dwelling unit with onsite parking, (DADU), accessory to single family dwelling, per plans.",2013/07/23 00:00:00+00,2013/08/23 00:00:00+00,2013,2014/05/16 00:00:00+00,2014,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.5,Haller Lake,Northwest,5,600.6007,600.6,530330006006007,HAN,1273684.98386102,264602.78854697,32041,DV0050549,6330595-CN,#001a73,-122.32319149,47.715666,2015/02/23 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330006013006,601.3006,601.3,3,2013_3,2,2014_2,N,2014/05/16 00:00:00+00,Building Final
-122.279328832,47.7171710430001,9934,11986   LAKESIDE PL NE,40420,6216110,,Permit Finaled,Construction Permit,1,0,1,0,60000,DADU,"Accessory Dwelling, Detached",Remove existing storage structure accessory to single family residence and construct detached accessory dwelling unit per plans.,2009/10/27 00:00:00+00,2009/12/23 00:00:00+00,2009,2015/12/08 00:00:00+00,2015,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.3000002,Cedar Park/Meadowbrook,North,5,900.1001,900.1,530330009001001,HAN,1284490.89337608,264945.73485132,34256,DV0075822,6216110-CN,#001a73,-122.27932883,47.71717104,2015/12/23 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330009001001,900.1001,900.1,4,2009_4,4,2015_4,N,2015/12/08 00:00:00+00,Building Final
-122.304789773,47.71589026,9943,12003   23RD AVE NE,8180,6374197,,Permit Finaled,Construction Permit,1,0,1,0,91451,DADU,"Accessory Dwelling, Detached",Construct detached accessory dwelling unit per plan,2013/09/26 00:00:00+00,2013/10/29 00:00:00+00,2013,2015/06/19 00:00:00+00,2015,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1999998,Olympic Hills/Victory Heights,North,5,700.3009,700.3,530330007003009,HAN,1278215.61375366,264597.42713897,32601,DV0081633,6374197-CN,#001a73,-122.30478977,47.71589026,2015/04/29 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330007002002,700.2002,700.2,4,2013_4,2,2015_2,N,2015/06/19 00:00:00+00,Building Final
-122.312922361,47.6969300370001,9964,1240  NE 94TH ST,6640,6322958,,Permit Finaled,Construction Permit,1,0,1,0,54958,DADU,"Accessory Dwelling, Detached","Construct a new detached accessory dwelling unit to existing single family residence, per plans",2012/07/20 00:00:00+00,2012/08/31 00:00:00+00,2012,2013/03/26 00:00:00+00,2013,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1000004,Northgate/Maple Leaf,North,5,2000.2012,2000.2,530330020002012,HAN,1276081.05016747,257721.03442793,50925,DV0079697,6322958-CN,#001a73,-122.31292236,47.69693004,2014/02/28 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330020002014,2000.2014,2000.2,3,2012_3,1,2013_1,N,2013/03/26 00:00:00+00,Building Final
-122.306758032,47.7162983800001,9990,12014   20TH AVE NE,12240,6367979,,Permit Finaled,Construction Permit,1,0,1,0,15000,DADU,"Accessory Dwelling, Detached","Convert existing detached building into an accessory dwelling unit (DADU), previously permitted as heated office, on single fmaily site with on site parking, minimal interior alteration, per NOV 1028902 and per plan.",2013/07/16 00:00:00+00,2013/10/16 00:00:00+00,2013,2013/11/25 00:00:00+00,2013,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1999998,Olympic Hills/Victory Heights,North,5,700.3008,700.3,530330007003008,HAN,1277734.03346516,264755.53837113,32569,DV0040984,6367979-CN,#001a73,-122.30675803,47.71629838,2015/04/16 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330007001011,700.1011,700.1,4,2013_4,4,2013_4,N,2013/11/25 00:00:00+00,Building Final
-122.302128729,47.7164998870001,10014,12023   25TH AVE NE,7814,6265603,,Permit Finaled,Construction Permit,1,0,1,0,1000,DADU,"Accessory Dwelling, Detached","Construct alterations to convert accessory dwelling unit (ADU) to east of single family residence to detached accessory dwelling unit (DADU) by removing sunroom addition that attached ADU to single family residence, per plan",2011/12/28 00:00:00+00,2012/01/05 00:00:00+00,2012,2012/01/09 00:00:00+00,2012,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1999998,Olympic Hills/Victory Heights,North,5,700.3010,700.3,530330007003010,HAN,1278874.79788233,264807.24550718,32553,DV0017614,6265603-CN,#001a73,-122.30212873,47.71649989,2013/07/05 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,6085516-CN,530330007002000,700.2000,700.2,1,2012_1,1,2012_1,N,2012/01/09 00:00:00+00,Building Final
-122.314212743,47.7167581470001,10023,12035   14TH AVE NE,8310,6492009,,Permit Finaled,Construction Permit,1,0,1,0,31494,DADU,"Accessory Dwelling, Detached","Construct alterations to convert portion of existing detached garage structure from shop to detached accessory dwelling unit accessory to existing single family residence, per plan.",2015/12/03 00:00:00+00,2016/04/22 00:00:00+00,2016,2019/02/27 00:00:00+00,2019,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.5,Haller Lake,Northwest,5,600.2001,600.2,530330006002001,HAN,1275902.51346329,264958.43680334,31975,DV0016556,6492009-CN,#001a73,-122.31421274,47.71675815,2019/04/22 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330006011004,601.1004,601.1,2,2016_2,1,2019_1,N,2019/02/27 00:00:00+00,Building Final
-122.302880287,47.7170217280001,10037,12043   25TH AVE NE,7990,6408778,,Permit Finaled,Construction Permit,1,0,1,0,50000,DADU,"Accessory Dwelling, Detached","Convert existing attached garage into Detached accessory dwelling unit, per plan.",2015/03/12 00:00:00+00,2015/05/01 00:00:00+00,2015,2015/12/01 00:00:00+00,2015,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1999998,Olympic Hills/Victory Heights,North,5,700.3010,700.3,530330007003010,HAN,1278693.45977015,265001.09280338,32944,DV0044129,6408778-CN,#001a73,-122.30288029,47.71702173,2016/11/01 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330007002000,700.2000,700.2,2,2015_2,4,2015_4,N,2015/12/01 00:00:00+00,Building Final
-122.361243762,47.717666433,10054,12055   3RD AVE NW,8320,6481049,,Permit Finaled,Construction Permit,1,0,1,0,107308,DADU,"Accessory Dwelling, Detached",Construct a detached accessory dwelling unit accessory to an existing single family residence per plan.,2015/09/01 00:00:00+00,2015/12/17 00:00:00+00,2015,2018/11/16 00:00:00+00,2018,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.1000004,Broadview/Bitter Lake,Northwest,5,500.2019,500.2,530330005002019,HAN,1264334.04036344,265515.98867591,30084,DV0085687,6481049-CN,#001a73,-122.36124376,47.71766643,2017/06/17 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330005002022,500.2022,500.2,4,2015_4,4,2018_4,N,2018/11/16 00:00:00+00,Building Final
-122.305678877,47.631308629,10102,1222   20TH AVE E,6900,6355905,,Permit Finaled,Construction Permit,1,0,1,0,108515,DADU,"Accessory Dwelling, Detached",Construct addition and alteration to existing detached accessory structure to create backyard cottage and construct accessory to single family residence per plan.,2013/04/15 00:00:00+00,2013/08/12 00:00:00+00,2013,2014/08/12 00:00:00+00,2014,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,6.4000001,Miller Park,East,3,6400.3002,6400.3,530330064003002,HAN,1277406.54776883,233754.76086739,126416,DV0080718,6355905-CN,#001a73,-122.30567888,47.63130863,2015/02/12 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330064003002,6400.3002,6400.3,3,2013_3,3,2014_3,N,2014/08/12 00:00:00+00,Building Final
-122.316384849,47.5266411900001,10135,1226  S CLOVERDALE ST,6010,6424885,,Permit Finaled,Construction Permit,1,0,1,0,113993,DADU,"Accessory Dwelling, Detached","Remove existing detached garage and construct new detached garage and new detached accessory dwelling unit (DADU), both new buildings accessory to existing single family residence, per plans",2014/11/05 00:00:00+00,2015/02/26 00:00:00+00,2015,2016/08/25 00:00:00+00,2016,128,South Park,Residential Urban Village,South Park,Residential Urban Villages,3.0999999,South Park,Greater Duwamish,1,11200.3003,11200.3,530330112003003,HAN,1274031.57944537,195633.51154835,194203,DV0002947,6424885-CN,#001a73,-122.31638485,47.52664119,2016/08/26 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330112002042,11200.2042,11200.2,1,2015_1,3,2016_3,N,2016/08/25 00:00:00+00,Building Final
-122.353372543,47.73382366,10207,14349   DAYTON AVE N,11251,6444828,,Permit Finaled,Construction Permit,1,0,1,0,234521,DADU,"Accessory Dwelling, Detached","Establish use and construct new Single Family Dwelling and remove existing garage and convert existing single family dwelling unit to new detached accessory dwelling unit, per plans",2015/01/27 00:00:00+00,2015/04/01 00:00:00+00,2015,2016/09/20 00:00:00+00,2016,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.1000004,Broadview/Bitter Lake,Northwest,5,401.1003,401.1,530330004011003,HAN,1266387.62638,271370.092765,678298,"DV0084211, DV0084588",6444828-CN,#001a73,-122.35337254,47.73382366,2016/10/01 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330004041003,404.1003,404.1,2,2015_2,3,2016_3,Y,2016/09/20 00:00:00+00,Building Final
-122.300730428,47.722752174,10223,12747   26TH AVE NE,7900,6579722,,Permit Finaled,Construction Permit,1,0,1,0,98232,DADU,"Accessory Dwelling, Detached","Construct a detached accessory dwelling unit for a single-family residence, per plan.",2017/02/24 00:00:00+00,2017/05/09 00:00:00+00,2017,2018/04/10 00:00:00+00,2018,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1999998,Olympic Hills/Victory Heights,North,5,200.2010,200.2,530330002002010,HAN,1279262.42975473,267080.89107751,28881,DV0020222,6579722-CN,#001a73,-122.30073043,47.72275218,2018/11/09 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330002022009,202.2009,202.2,2,2017_2,2,2018_2,N,2018/04/10 00:00:00+00,Building Final
-122.308013886,47.7328850710001,10265,14322   19TH AVE NE,7200,6431242,3015601,Permit Finaled,Construction Permit,1,0,1,0,343174,DADU,"Accessory Dwelling, Detached","Establish use as and Construct new single family residence with detached garage and DADU, per plan..",2014/09/18 00:00:00+00,2015/01/10 00:00:00+00,2015,2016/01/04 00:00:00+00,2016,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1999998,Olympic Hills/Victory Heights,North,5,200.6004,200.6,530330002006004,HAN,1277540.87455297,270810.62368933,661058,DV0081740,6431242-CN,#001a73,-122.30801389,47.73288507,2016/07/10 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330002023005,202.3005,202.3,1,2015_1,1,2016_1,N,2016/01/04 00:00:00+00,Building Final
-122.352739996,47.733106143,10267,14326   DAYTON AVE N,7578,6559005,,Permit Finaled,Construction Permit,1,0,1,0,96656,DADU,"Accessory Dwelling, Detached","Remove existing detached garage and construct new detached accessory dwelling unit (DADU), accessory to existing single family residence, per plan.",2017/06/26 00:00:00+00,2017/08/21 00:00:00+00,2017,2018/08/20 00:00:00+00,2018,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.1000004,Broadview/Bitter Lake,Northwest,5,401.1002,401.1,530330004011002,HAN,1266538.0869577,271105.34343363,22492,DV0070622,6559005-CN,#001a73,-122.35274,47.73310614,2019/02/21 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330004041002,404.1002,404.1,3,2017_3,3,2018_3,N,2018/08/20 00:00:00+00,Building Final
-122.308064824,47.725949191,10300,13337   20TH AVE NE,10647,6462758,,Permit Finaled,Construction Permit,1,0,1,0,50000,DADU,"Accessory Dwelling, Detached","Construct substantial alterations for a detached accessorory dwelling unit, per plans.",2015/06/10 00:00:00+00,2015/08/14 00:00:00+00,2015,2019/04/03 00:00:00+00,2019,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1999998,Olympic Hills/Victory Heights,North,5,200.4014,200.4,530330002004014,HAN,1277479.8623289,268281.34880674,28123,DV0069588,6462758-CN,#001a73,-122.30806482,47.72594919,2019/04/03 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330002012008,201.2008,201.2,3,2015_3,2,2019_2,N,2019/04/03 00:00:00+00,Building Final
-122.339789794,47.654156861,10320,1507  N 39TH ST,4410,6310186,,Permit Finaled,Construction Permit,1,0,1,0,30847,DADU,"Accessory Dwelling, Detached","Construct new detached accessory dwelling unit to east of existing single family residence, per plan.",2012/07/25 00:00:00+00,2012/09/14 00:00:00+00,2012,2013/08/09 00:00:00+00,2013,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,11.1,Fremont,Lake Union,4,5400.1011,5400.1,530330054001011,HAN,1269160.62212839,242250.17873208,91789,DV0022829,6310186-CN,#001a73,-122.33978979,47.65415686,2014/03/14 00:00:00+00,LR1,LR1,LR1,LR1,L,,530330054021009,5402.1009,5402.1,3,2012_3,3,2013_3,N,2013/08/09 00:00:00+00,Building Final
-122.359336017,47.7314624730001,10333,14034   2ND AVE NW,8802,6519285,,Permit Finaled,Construction Permit,1,0,1,0,95157,DADU,"Accessory Dwelling, Detached","Construct Detached Accessory Dwelling Unit accessory to existing single family residence, per plan.",2016/05/05 00:00:00+00,2016/08/03 00:00:00+00,2016,2018/02/08 00:00:00+00,2018,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.1000004,Broadview/Bitter Lake,Northwest,5,401.2006,401.2,530330004012006,HAN,1264903.33633,270538.02006,22116,DV0087350,6519285-CN,#001a73,-122.35933602,47.73146247,2018/02/03 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330004031012,403.1012,403.1,3,2016_3,1,2018_1,N,2018/02/08 00:00:00+00,Building Final
-122.366018839,47.6343269170001,10346,1624   7TH AVE W,5400,6472146,,Permit Finaled,Construction Permit,1,0,1,0,50984,DADU,"Accessory Dwelling, Detached","Remove existing garage and construct new DADU (detached accessory dwelling unit), per plan.

",2015/06/22 00:00:00+00,2015/08/20 00:00:00+00,2015,2016/03/01 00:00:00+00,2016,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,12.3,Queen Anne,Magnolia/Queen Anne,7,6900.2002,6900.2,530330069002002,HAN,1262553.44797762,235145.96957281,119303,DV0085353,6472146-CN,#001a73,-122.36601884,47.63432692,2017/02/20 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330069002014,6900.2014,6900.2,3,2015_3,1,2016_1,N,2016/03/01 00:00:00+00,Building Final
